id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23312824,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78588,-122.40763,Private room,79,1,8,2020-03-01,0.43,53,91
23312854,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78585,-122.4073,Hotel room,79,1,3,2019-09-06,0.12,53,108
23312910,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78794,-122.40773,Private room,79,1,3,2018-03-25,0.12,53,108
23313045,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78603,-122.40772,Hotel room,159,1,13,2020-03-02,0.69,53,176
23313157,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78753,-122.40677,Private room,79,1,7,2020-03-13,0.17,53,108
23313200,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78769,-122.40911,Private room,79,1,2,2020-03-14,0.05,53,108
23313242,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.7881,-122.40713,Private room,79,1,4,2018-04-10,0.12,53,91
23313532,"Comfy Private Room-Bath[1] , parking",159540074,Hewett,,Crocker Amazon,37.71287,-122.44248,Private room,79,30,15,2019-12-05,0.37,5,304
23314035,"Quiet Private Room with bath, Parking [3]",159540074,Hewett,,Crocker Amazon,37.71264,-122.44422,Private room,82,30,19,2018-07-17,0.48,5,336
23314308,"Cozy Private Room with bath, Parking [4]",159540074,Hewett,,Crocker Amazon,37.71109,-122.44412,Private room,82,30,7,2020-10-26,0.17,5,318
23326108,Charming Studio w/ Views near FIDI/Union Square!,4430421,Landmark,,Downtown/Civic Center,37.78474,-122.41633,Entire home/apt,88,30,1,2018-09-01,0.03,146,133
23326739,Remodeled Studio in Heart of Downtown!,4430421,Landmark,,Downtown/Civic Center,37.78604,-122.41618,Entire home/apt,85,30,2,2018-09-30,0.07,146,51
23340064,Charming Noe Valley 2-Room Studio with Parking!,43736342,Gary,,Noe Valley,37.75471,-122.43366,Entire home/apt,115,60,2,2018-05-16,0.05,2,98
23353721,"Prime Central Flat with Wifi, Laundry, Parking",137980,Jack,,Castro/Upper Market,37.76107,-122.43955,Entire home/apt,350,30,11,2021-06-29,0.40,3,299
23354077,Dolores Heights Suite,39759525,Maria,,Castro/Upper Market,37.75722,-122.43185,Entire home/apt,179,1,165,2021-07-11,7.41,3,55
23358468,Stunning Sky-high Getaway,5913788,Steve,,Potrero Hill,37.75482,-122.40023,Entire home/apt,1600,4,5,2019-08-12,0.12,1,124
23359001,"Smart Nob Hill Condo by FiDi, Union Sq, new CPMC",988375,Jennifer,,Nob Hill,37.79007,-122.41083,Entire home/apt,109,30,2,2019-06-24,0.09,18,0
23359552,Roaring 20s original (1917 Classic SF home),172043251,Peter,,Noe Valley,37.74668,-122.42484,Private room,85,2,45,2021-06-25,1.67,3,97
23371451,Explore Golden Gate Park at a Mid-century Guest Suite,18351762,Ashley,,Outer Sunset,37.75938,-122.50566,Entire home/apt,145,30,71,2021-05-14,1.92,1,137
23372717,Spacious historic loft with a dedicated office,52729081,Mahyar,,South of Market,37.780243889355084,-122.39242529575638,Entire home/apt,275,30,0,,,1,52
23373781,CONVENIENTLY LOCATED IN THE HEART OF SAN FRANCISCO,174218347,Ellis,,Inner Richmond,37.78584,-122.4661,Entire home/apt,206,30,0,,,1,256
23414603,Oasis in Hayes with Private Patio,748231,CeCe,,Western Addition,37.77653,-122.43008,Entire home/apt,195,30,7,2020-11-10,0.19,1,43
23419962,2BR Ideal SF/Inner Richmond Location Walk Score 96,2739132,Cindy,,Inner Richmond,37.78378,-122.46399,Entire home/apt,175,30,2,2018-07-11,0.05,1,338
23421931,Location! Location! Location! Condo in central apt,1908798,Tal,,Mission,37.77029,-122.423035,Entire home/apt,170,30,10,2020-03-28,0.45,1,107
23431731,"New Remodeled 1 Bed/1 Bath Private, Quiet Retreat",16595319,Ryan,,Outer Sunset,37.76256,-122.49964,Entire home/apt,105,31,13,2021-04-25,0.34,1,48
23432388,Pleasant Unit in Great Neighborhood,1892430,Jan,,Haight Ashbury,37.76872,-122.44465,Entire home/apt,87,30,2,2018-12-06,0.08,31,323
23432664,Pretty Edwardian Flat in Noe Valley,11259636,Malcolm,,Noe Valley,37.75276,-122.43458,Entire home/apt,160,30,1,2019-03-01,0.03,1,327
23433090,Private Bedroom-Potrero Hill-San Francisco-2guests,6161482,Marion,,Potrero Hill,37.76219,-122.39653,Private room,125,1,119,2021-07-09,2.99,2,96
23452479,Stylish San Fran Home 1 Block to Golden Gate Park!,126644773,Evolve Vacation Rental,,Outer Richmond,37.77526,-122.50125,Entire home/apt,320,3,3,2019-09-15,0.12,2,231
23453660,(929 #C) Private bedroom + shared bathroom,46519368,Kenny,,Chinatown,37.79596,-122.40953,Private room,55,30,6,2021-05-09,0.58,7,149
23453808,Sunny Suite One Block from Golden Gate Park,174981520,Earl,,Inner Richmond,37.77459,-122.46735,Private room,110,2,80,2021-07-16,2.94,3,348
23470169,"Arts & Crafts Home, Ocean & Marin Views, 3-6 mos",77013822,Carol,,Inner Sunset,37.75878,-122.4758,Entire home/apt,167,60,1,2019-01-11,0.03,1,364
23480149,Modern Luxury - Spacious Bedroom /Private Bathroom,11325592,Brittany,,South of Market,37.77815,-122.39527,Private room,160,30,2,2018-07-20,0.08,1,90
23504233,*Charming Ashbury Hghts/Cole Valley Garden Studio,147265814,Courtney,,Haight Ashbury,37.76645,-122.44487,Entire home/apt,82,30,14,2021-07-31,0.35,1,79
23505904,Charming Mission 2x1 w/ Modern Touches!,4430421,Landmark,,Mission,37.75418,-122.42412,Entire home/apt,145,30,0,,,146,166
23520080,Lovely Renovated Studio w/ views of SF near FIDI!,4430421,Landmark,,Downtown/Civic Center,37.78554,-122.41434,Entire home/apt,87,30,0,,,146,171
23521230,Home Away From Home Too! Room #2,17572711,James,,Bayview,37.72793,-122.38515,Private room,57,1,46,2021-07-04,1.80,5,365
23521739,Home Away From Home Too! Room #3,17572711,James,,Bayview,37.72863,-122.38551,Private room,57,1,46,2021-07-07,1.71,5,347
23522824,Home Away From Home Too! Room #4,17572711,James,,Bayview,37.72819,-122.38714,Private room,57,1,40,2021-07-15,1.72,5,337
23543739,Sunny Studio in Hayes Valley,48005494,Zeus,,Western Addition,37.77443,-122.42629,Entire home/apt,136,30,5,2021-07-08,0.13,54,323
23545253,Beautiful Studio in Hayes Valley,48005494,Zeus,,Western Addition,37.77536,-122.42464,Entire home/apt,139,30,2,2021-06-13,0.10,54,313
23545831,Authentic Mission Studio w/ Modern Touches,4430421,Landmark,,Mission,37.7647,-122.41686,Entire home/apt,90,30,1,2019-06-22,0.04,146,134
23545971,Comfortable One Bedroom in Cole Valley,1892430,Jan,,Haight Ashbury,37.76294,-122.45085,Entire home/apt,105,30,3,2021-06-07,0.10,31,294
23550791,Remodeled bedroom with private en suite bathroom,175969733,Sat,,Crocker Amazon,37.71263,-122.44408,Private room,109,3,84,2020-03-17,2.14,3,0
23551086,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78596,-122.40856,Hotel room,79,1,29,2020-02-28,0.71,53,108
23551138,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78594,-122.40704,Hotel room,79,1,18,2020-02-24,0.45,53,108
23551361,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78788,-122.40676,Private room,79,1,12,2018-10-18,0.29,53,91
23551722,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78666,-122.4068,Private room,79,1,2,2018-04-16,0.05,53,91
23551772,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78651,-122.40714,Private room,79,1,22,2019-05-18,0.65,53,91
23551835,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78797,-122.40907,Hotel room,169,1,26,2020-02-23,0.82,53,181
23551954,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78606,-122.40707,Private room,79,1,14,2019-04-21,0.52,53,108
23567834,Modern 1 Bedroom Garden Suite - Lovely & Bright,135551998,Terry,,Western Addition,37.77005,-122.43366,Entire home/apt,156,2,212,2021-07-26,5.63,1,129
23568246,Private suite in Noe Valley,141784,Brad,,Noe Valley,37.74214,-122.43163,Entire home/apt,175,2,165,2021-07-27,4.17,2,1
23581750,サンフランシスコ摩天楼やベイブリッジが絶景！安全で閑静な高級住宅街、便利なロケーション！,176266203,ﾀﾞｲ,,Potrero Hill,37.75923,-122.40234,Entire home/apt,334,5,1,2018-08-02,0.03,1,306
23582186,Convenient Studio Next to Hilton SF,4430421,Landmark,,Downtown/Civic Center,37.78567,-122.41154,Entire home/apt,80,30,0,,,146,172
23583038,Modern Castro Home Hidden Inside One of Area's Oldest Houses,10511700,Danny,,Castro/Upper Market,37.76306,-122.43137,Entire home/apt,500,3,29,2020-11-28,1.53,1,17
23599466,A Great Hotel Style Suite in Union Square,70722023,Michael,,Nob Hill,37.79128,-122.40953,Entire home/apt,60,2,40,2020-01-30,1.28,55,8
23611401,Stratford Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78632,-122.40724,Private room,79,1,2,2020-01-20,0.06,53,91
23611950,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78664,-122.40682,Private room,79,1,1,2019-07-01,0.04,53,108
23629793,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78792,-122.40773,Private room,79,1,2,2018-03-26,0.05,53,108
23630055,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78809,-122.40815,Private room,79,1,8,2020-01-26,0.19,53,108
23634434,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78621,-122.40867,Private room,79,1,2,2018-10-31,0.05,53,108
23634520,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.7868,-122.40691,Private room,79,1,0,,,53,108
23634564,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78781,-122.40725,Private room,79,1,2,2019-06-30,0.05,53,108
23634597,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78789,-122.40852,Private room,79,1,1,2018-04-14,0.02,53,108
23634697,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.7879,-122.40734,Private room,79,1,1,2020-03-14,0.06,53,108
23634727,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78611,-122.40681,Private room,79,1,2,2018-03-14,0.05,53,108
23634752,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78817,-122.40765,Private room,79,1,0,,,53,108
23634783,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78807,-122.40883,Private room,79,1,1,2018-04-22,0.02,53,108
23634896,Dolores Park Gem (superhost),48962963,Superhost,,Mission,37.76684,-122.42386,Entire home/apt,325,30,1,2018-05-09,0.03,2,223
23650448,brand new built condo,40308957,Aj,,South of Market,37.77501,-122.41133,Private room,100,30,0,,,2,338
23665283,Historic Mission Studio w/ Modern Touches,4430421,Landmark,,Mission,37.75469,-122.42467,Entire home/apt,95,30,0,,,146,150
23672181,Private Room w/En-Suite Bath in Heart of Mission,6378008,Andrea,,Mission,37.75685,-122.42087,Private room,97,2,129,2021-07-25,4.30,1,16
23681212,GREAT HOTEL ROOM AT THE DONATELLO IN UNION SQUARE,64646820,Michelle,,Downtown/Civic Center,37.78887,-122.41095,Private room,211,3,53,2020-02-14,1.32,38,15
23681672,Sweet One storey Single Family House,47100471,Remi,,Western Addition,37.78492,-122.44675,Private room,313,30,3,2018-07-10,0.07,2,365
23684260,"All yours, a loved home in Bernal.",24053387,Annelise,,Bernal Heights,37.74662,-122.41717,Entire home/apt,182,30,10,2019-12-21,0.28,2,0
23684463,THE DONATELLO HOTEL - UNION SQUARE,64646820,Michelle,,Downtown/Civic Center,37.78869,-122.41143,Entire home/apt,199,1,25,2019-05-01,0.69,38,0
23684875,UNION SQUARE-THE DONATELLO HOTEL,64646820,Michelle,,Downtown/Civic Center,37.78694,-122.41133,Private room,199,1,16,2019-03-28,0.39,38,0
23685499,INN AT THE OPERA BOUTIQUE HOTEL  (sleeps 4),64646820,Michelle,,Downtown/Civic Center,37.77978,-122.42323,Private room,164,2,14,2020-02-28,0.34,38,9
23685560,Charming Garden Suite in Bernal Heights,177394339,Laily&Tracey,,Bernal Heights,37.74431,-122.40734,Entire home/apt,192,2,98,2021-07-26,3.62,1,165
23686129,STAY AT THE DONATELLO HOTEL IN UNION SQUARE,64646820,Michelle,,Downtown/Civic Center,37.78687,-122.41078,Private room,199,1,30,2019-03-29,0.83,38,0
23686364,INN AT THE OPERA BOUTIQUE HOTEL -free breakfast,64646820,Michelle,,Western Addition,37.77781,-122.42346,Private room,152,3,28,2020-02-14,0.68,38,11
23698833,"Large, Bright Garden studio w/ parking & backyard",29665662,Alina,,Bayview,37.7295,-122.38435,Entire home/apt,110,2,94,2021-08-01,3.82,2,57
23699151,STUDIO AT DONATELLO HOTEL UNION SQUARE - SLEEPS 4,64646820,Michelle,,Downtown/Civic Center,37.78756,-122.40936,Private room,177,1,16,2018-10-25,0.44,38,0
23700802,Entire SF Flat near Golden Gate Park & Ocean Beach,177152067,Irene,,Outer Sunset,37.76299,-122.49784,Entire home/apt,338,2,25,2021-07-19,0.92,1,46
23705765,"Entire Home |  Glen Park, Families and Business",4656446,Air Concierge,,Glen Park,37.73762,-122.42719,Entire home/apt,105,30,19,2021-02-05,0.50,6,179
23711723,Stylish 2 Bedroom Victorian Flat in the Mission,177676737,Allison And Brian,,Mission,37.75553,-122.42143,Entire home/apt,300,2,12,2019-08-12,0.31,1,0
23714398,Art-filled Victorian Flat w/French Chef’s Kitchen,26383,Gregory And Michèle,,Haight Ashbury,37.76799,-122.44947,Entire home/apt,652,4,36,2021-07-24,1.00,1,129
23728478,SAN FRANCISCO HOUSE FOR  SUMMER,40904237,Marcia,,Bernal Heights,37.74005,-122.41941,Entire home/apt,75,30,0,,,1,0
23746795,Great Private Studio- Donatello Hotel-Union Square,64646820,Michelle,,Downtown/Civic Center,37.78701,-122.4095,Private room,199,2,24,2020-03-12,0.71,38,0
23751274,Gorgeous & Airy Apartment in the Heart of the Mission,178126462,Aisling,,Mission,37.7486,-122.42058,Entire home/apt,225,30,63,2021-07-15,2.44,1,126
23753462,Light Filled Modern Surf Shack,5049239,Nick,,Outer Sunset,37.76204,-122.50364,Entire home/apt,125,30,61,2021-06-28,2.06,1,304
23763871,Petite Queen,160591574,Monte,,Western Addition,37.78558,-122.44569,Private room,250,1,18,2019-09-22,0.46,5,357
23772479,Diva | Heart of Union Square | Junior Ste 1 Queen,245617658,Hotel Diva,,Downtown/Civic Center,37.7861,-122.41109,Hotel room,286,1,0,,,11,246
23773339,California King,160591574,Monte,,Presidio Heights,37.78572,-122.44762,Private room,272,1,22,2021-07-13,0.58,5,358
23788672,Quiet One Bedroom Near UCSF,1892430,Jan,,Haight Ashbury,37.76437,-122.45183,Entire home/apt,127,30,2,2020-01-20,0.05,31,278
23789066,Pleasant Studio near UCSF,1892430,Jan,,Inner Sunset,37.76226,-122.45215,Entire home/apt,90,30,4,2021-06-05,0.35,31,269
23803703,"Parkside new, cozy private bdrm w/private bath",131200418,Lois,,Parkside,37.74334,-122.47579,Private room,51,30,4,2019-12-30,0.18,15,159
23804039,"Gorgeous, Modern & HUGE 4 bed/3.5 bath home in SF",49496139,Karen,,Glen Park,37.7365,-122.43032,Entire home/apt,450,30,0,,,1,28
23804136,Bright spacious apartment in the heart of the city,5244284,Julia,,Western Addition,37.77712,-122.43652,Entire home/apt,520,3,4,2018-07-01,0.11,2,1
23813739,PRIVATE 1BR  & PRIVATE bath for solo travelers,23741447,Linda,,Bayview,37.73182,-122.38605,Private room,85,3,51,2021-07-14,2.11,2,81
23825920,Lovely Bernal/Mission Private Room.,39241182,Amy,,Bernal Heights,37.74669,-122.40889,Private room,55,7,45,2020-01-01,1.18,2,0
23827071,THE DONATELLO HOTEL IN UNION SQUARE-SLEEPS 4,64646820,Michelle,,Downtown/Civic Center,37.78695,-122.41132,Private room,225,1,22,2019-04-18,0.56,38,0
23827577,Charming Downtown Studio-Convenience!,4430421,Landmark,,Downtown/Civic Center,37.78624,-122.41586,Entire home/apt,85,30,2,2019-08-11,0.12,146,172
23830079,Getaway to our safe and cozy space in SF,778281,Noelle,,Outer Richmond,37.77541,-122.50231,Entire home/apt,120,30,32,2019-10-24,1.40,1,179
23838746,San Francisco Studio,43014594,Andrew,,Outer Mission,37.72894,-122.44477,Entire home/apt,175,30,0,,,1,89
23854289,SF BOUTIQUE HOTEL-Inn At the Opera -SLEEPS 2,64646820,Michelle,,Downtown/Civic Center,37.77771,-122.42287,Private room,199,1,8,2020-02-23,0.29,38,4
23860006,Modern Home with Ocean Views,179240427,June,,Outer Richmond,37.77786,-122.50276,Entire home/apt,328,1,41,2021-06-26,1.02,2,327
23860519,Modern Home Bedroom & Living room with Ocean Views,179240427,June,,Outer Richmond,37.77996,-122.50109,Entire home/apt,218,1,135,2021-07-28,3.33,2,327
23861410,Loaded w Charm + Parking & Yard near Precita Park,179265384,Sheila,,Bernal Heights,37.74802,-122.41075,Entire home/apt,263,2,43,2021-07-29,1.49,1,19
23861514,Gorgeous Apt with backyard,3588642,Ambrish,,Noe Valley,37.75208,-122.44129,Entire home/apt,192,30,0,,,1,0
23874986,New SF Shipyard Condo,178425455,Jennifer,,Bayview,37.72988,-122.36992,Entire home/apt,100,30,7,2021-03-22,5.53,1,54
23882274,Parkside SF Home -- Spacious w/Views and Parking!,7447022,Matt & Ali,,Potrero Hill,37.75888,-122.40361,Entire home/apt,549,1,17,2019-04-30,0.54,1,0
23883643,"Private garden studio in Mission District, SF!",19045867,Roya,,Bernal Heights,37.73509,-122.42729,Entire home/apt,174,2,87,2021-06-19,2.38,1,103
23884346,INN AT THE OPERA (SLEEPS 4) BOUTIQUE HOTEL,64646820,Michelle,,Downtown/Civic Center,37.77955,-122.42178,Private room,251,2,26,2020-02-25,0.66,38,13
23897639,Centrally located 2BR in Heart of SF,2806033,Tina,,Chinatown,37.79385,-122.40895,Private room,350,7,5,2018-09-08,0.14,2,172
23900160,1 Awesome private bedroom with private bathroom,166266082,Jason,,Outer Richmond,37.77891,-122.50779,Private room,62,30,22,2021-05-22,0.55,4,161
23907104,Coastal Simplicity,68135323,Jeffrey,,Outer Sunset,37.75257,-122.50561,Entire home/apt,108,2,110,2021-07-26,3.80,1,45
23922787,Spacious Mission Studio w/ All the Essentials,4430421,Landmark,,Mission,37.76564,-122.41898,Entire home/apt,89,30,2,2019-03-30,0.06,146,103
23924310,Bright/Convenient Downtown Studio,4430421,Landmark,,Downtown/Civic Center,37.78459,-122.41199,Entire home/apt,81,30,4,2020-01-01,0.13,146,179
23924946,A&A's Private Guest Suite,6048324,Ali Can,,Excelsior,37.72413,-122.42481,Entire home/apt,199,3,28,2021-06-30,1.07,1,310
23926875,Designer apt by Dolores Park with city views,4001786,Stephanie,,Castro/Upper Market,37.75869,-122.42601,Entire home/apt,450,5,6,2021-07-01,0.80,1,0
23942828,"Cozy Furnished Room near Bart Station, CCSF",99664272,Monita,,Outer Mission,37.71383,-122.45033,Private room,48,30,3,2021-06-27,0.09,4,337
23946104,"Cosy Private Studio, close to golden gate park/USF",9106943,Maria,,Inner Richmond,37.77701,-122.45489,Entire home/apt,164,3,94,2021-08-01,3.12,1,95
23960056,Bright Happy 3 bedroom Single Family Home,6774460,Sylvia,,Glen Park,37.73489,-122.43286,Entire home/apt,275,30,2,2020-04-30,0.06,7,62
23960897,CHVN2415- Prime Location Cow Hollow Studio,6774460,Sylvia,,Pacific Heights,37.79678,-122.42447,Entire home/apt,155,30,1,2018-12-02,0.03,7,89
23961874,RHML074A- Russian Hill Gem.Studio on Famous Lane,6774460,Sylvia,,Russian Hill,37.79994,-122.41636,Entire home/apt,147,30,0,,,7,89
23962584,RHUN0979-Vibrant Chic Cottage Studio /Russian Hill,6774460,Sylvia,,Russian Hill,37.80071,-122.41637,Entire home/apt,146,30,0,,,7,89
23963479,Top Floor - Corner Downtown Studio w/ Views,4430421,Landmark,,Downtown/Civic Center,37.78529,-122.41202,Entire home/apt,81,30,5,2020-12-01,0.15,146,150
23963992,"Sunny, Spacious Penthouse with Stunning City Views",152980706,Jon & Abbey,,Western Addition,37.7793,-122.43782,Entire home/apt,327,2,48,2021-07-25,1.31,3,9
24000340,Room with San Francisco Views,295976,Nathalie,,Bernal Heights,37.74268,-122.41577,Private room,66,1,93,2020-03-01,2.32,1,34
24034368,Charming Unit in the Upper Haight,1892430,Jan,,Haight Ashbury,37.76939,-122.44582,Entire home/apt,90,30,10,2021-07-25,0.28,31,308
24038598,The Bright House,61330172,Tamara,,Ocean View,37.71531,-122.46417,Shared room,195,30,0,,,1,87
24041601,Triple Room @ Fun & Social Hostel #3,22931450,Sarah & Friends,,Financial District,37.79718,-122.40504,Private room,99,1,33,2020-03-09,1.26,26,0
